built_year,num_beds,num_baths,lat,lng,size_sqft,tenure_group,subzone_per_price_encoded,property_type_ordinal,dist_to_nearest_important_mrt_rounded,number_of_nearby_primary_schools,number_of_nearby_secondary_schools,number_of_nearby_shopping_malls,name_of_nearest_BN_ordinal,name_of_nearest_CR_ordinal,price,per_price
1981.0,3.0,2.0,1.3801854,103.8404156,990.0,1,590.1777047493349,1,1,3,3,0,4,2,525000,530.3030303030303
1980.0,3.0,2.0,1.4449861,103.7734491,979.0,1,474.9386686812527,1,1,0,1,0,1,1,432600,441.879468845761
2016.0,3.0,2.0,1.4163558,103.841447,990.0,1,932.5347433603066,1,5,2,3,1,4,2,619500,625.7575757575758
2013.0,4.0,3.0,1.3870489,103.872999,1600.0,3,1427.084085388165,7,2,2,1,0,5,2,8295000,5184.375
2023.0,3.0,2.0,1.30010805,103.8466745,947.0,1,2776.290163665649,3,0,1,1,2,9,5,2737400,2890.6019007391765
1979.0,3.0,2.0,1.33466835,103.9276448,990.0,0,1512.0757694664285,1,2,4,2,0,6,3,480900,485.75757575757575
1997.0,6.0,5.0,1.341603,103.9643433,6698.0,1,1873.609054315788,8,1,0,0,0,3,3,19110000,2853.090474768588
2015.0,3.0,2.0,1.4505108,103.8272249,1001.0,1,550.704519692742,1,5,2,0,0,1,1,588000,587.4125874125874
2023.0,3.0,2.0,1.3027702,103.8694351,1173.0,1,2737.5776449985,3,1,0,0,0,6,5,3305400,2817.9028132992325
2000.0,3.0,3.0,1.35112195,103.6966883,1313.0,1,665.9786490699327,2,5,3,1,1,1,4,1260000,959.6344249809596
1998.0,3.0,2.0,1.30856785,103.7969376,1140.0,1,2272.484410034913,1,0,0,1,0,7,5,1037400,910.0
2022.0,3.0,3.0,1.30489855,103.8276986,1776.0,3,4057.311645565856,3,1,0,0,1,9,5,6732600,3790.8783783783774
2024.0,2.0,2.0,1.3533168,103.7896255,797.0,1,2277.2404121494174,3,4,0,0,0,7,4,1943600,2438.644918444166
2027.0,3.0,3.0,1.4349279,103.8452818,1076.0,1,1049.6741731192612,2,6,4,3,0,4,2,1376600,1279.368029739777
1970.0,5.0,2.0,1.3438061,103.7730604,2014.0,3,1611.6211121983952,5,3,2,0,0,7,4,6174000,3065.5412115193644
1997.0,3.0,2.0,1.427188,103.7733893,1291.0,1,698.5310949086672,1,1,2,1,0,1,1,687800,532.7652982184353
1998.0,3.0,2.0,1.3101547,103.8836717,1109.0,0,1340.1502340551028,1,1,2,2,0,6,5,735000,662.7592425608657
2003.0,4.0,2.0,1.39351875,103.8879083,1345.0,1,988.4749487970334,1,1,3,1,0,5,2,840000,624.5353159851301
2023.0,1.0,1.0,1.28301625,103.839887,431.0,1,2595.0263363825534,3,0,1,1,0,8,5,1255800,2913.68909512761
2022.0,4.0,5.0,1.31466445,103.8310841,1572.0,3,3097.817490665313,3,1,1,2,0,9,5,4989600,3174.0458015267177
1994.0,5.0,3.0,1.4318487,103.7796522,1700.0,1,698.5310949086672,1,1,3,2,1,1,1,1047900,616.4117647058823
1999.0,3.0,2.0,1.39091325,103.9050822,1248.0,1,690.7727378940742,1,1,5,3,1,5,2,577500,462.74038461538464
2017.0,1.0,1.0,1.4305193,103.7976706,506.0,1,900.6745244967137,1,1,4,4,0,1,1,367500,726.2845849802371
1985.0,4.0,3.0,1.3514869,103.7479243,1598.0,1,630.2175476686147,1,0,4,3,1,7,4,861000,538.7984981226533
2001.0,5.0,4.0,1.3672423,103.8785561,4200.0,1,1617.7712322913471,4,2,2,2,0,5,2,4200000,1000.0
2017.0,3.0,2.0,1.44570545,103.8333127,1001.0,1,737.8508630442027,1,5,0,0,0,1,1,648900,648.2517482517483
2016.0,4.0,6.0,1.2671014,103.8168951,2669.0,1,2339.314096068272,3,1,0,0,0,8,5,6999900,2622.667665792432
2025.0,4.0,4.0,1.29410615,103.8367347,2056.0,3,3053.5539858120496,3,1,0,1,0,9,5,6938400,3374.708171206226
2017.0,3.0,2.0,1.30863865,103.7842197,1033.0,1,942.4822450865028,1,1,2,2,0,7,4,1050000,1016.4569215876088
1998.0,3.0,3.0,1.2944632,103.8403505,1345.0,2,3053.5539858120496,3,1,0,1,0,9,5,3129000,2326.394052044609
1993.0,3.0,2.0,1.3655309,103.958738,1463.0,1,544.542020705839,1,3,5,4,0,3,3,713000,487.3547505126453
2014.0,6.0,7.0,1.3171727,103.922284,7015.0,3,1663.0790001739826,8,2,2,0,0,6,3,8998500,1282.751247327156
2019.0,2.0,2.0,1.2839374,103.8354884,657.0,3,2595.0263363825534,2,1,0,1,0,8,5,1621100,2467.427701674277
1989.0,10.0,10.0,1.3176585,103.7905776,16000.0,2,2774.5538535092774,8,1,1,0,0,7,4,114450000,7153.125
2022.0,4.0,3.0,1.3443339,103.8786904,1281.0,3,2196.755238470376,3,1,3,5,0,5,5,2781400,2171.272443403591
2026.0,1.0,1.0,1.3159484,103.8575892,495.0,3,1917.4476785184247,3,0,2,1,0,9,5,1020600,2061.818181818182
2024.0,1.0,1.0,1.29773195,103.8559135,527.0,1,3155.114005693453,3,0,2,1,4,9,5,1745100,3311.385199240987
1992.0,3.0,2.0,1.3580925,103.8421739,1205.0,0,919.7404908328144,1,1,0,2,0,4,2,827400,686.6390041493776
2015.0,3.0,2.0,1.41058425,103.9015445,990.0,1,857.0653139341881,1,2,4,1,0,5,2,619500,625.7575757575758
2026.0,2.0,2.0,1.29142015,103.8442681,829.0,1,3173.7483662528653,3,0,0,1,0,9,5,2469600,2979.0108564535585
2023.0,2.0,1.0,1.3123637,103.8032709,614.0,3,2864.4803181782245,3,1,0,0,0,7,5,1911000,3112.3778501628663
2017.0,3.0,3.0,1.4170171,103.8450347,1098.0,1,932.5347433603066,2,5,2,3,0,4,2,1354500,1233.6065573770493
1995.0,4.0,2.0,1.3533716,103.9596019,1582.0,0,768.58368239282,1,2,2,3,0,3,3,966000,610.6194690265487
2023.0,2.0,1.0,1.3124025,103.8411716,689.0,1,2678.315035114304,3,0,2,1,0,9,5,1962400,2848.185776487663
2015.0,1.0,1.0,1.3832558,103.7530279,506.0,1,542.3400529228296,1,2,3,3,1,7,4,333900,659.8814229249011
1997.0,5.0,5.0,1.3386601,103.7716623,7700.0,1,1611.6211121983952,7,3,2,0,0,7,4,9135000,1186.3636363636365
2023.0,3.0,2.0,1.3123637,103.8032709,958.0,3,2864.4803181782245,3,1,0,0,0,7,5,2940000,3068.893528183716
2021.0,3.0,2.0,1.330403,103.7949393,990.0,3,2806.6217464689284,3,2,0,1,0,7,4,2908700,2938.080808080808
2011.0,7.0,8.0,1.3461576,103.8637765,6000.0,3,1568.0616863236833,8,1,1,1,0,5,5,20475000,3412.5
1985.0,2.0,2.0,1.36989185,103.8594322,882.0,1,679.2215838560895,1,2,3,1,0,4,2,609000,690.4761904761905
2022.0,1.0,1.0,1.33740345,103.8645277,495.0,1,1972.6162078917373,3,2,2,1,0,5,5,945000,1909.090909090909
1986.0,3.0,2.0,1.3258043,103.9005447,904.0,1,587.6710726869863,1,0,2,1,0,6,3,459900,508.7389380530973
2024.0,2.0,2.0,1.3307095,103.8683907,667.0,3,1972.6162078917373,3,1,3,2,1,2,5,1837500,2754.872563718141
2024.0,3.0,2.0,1.29841635,103.8571777,904.0,1,3155.114005693453,3,0,2,1,4,9,5,2483200,2746.902654867257
2023.0,5.0,4.0,1.3784672,103.8650612,3294.0,3,1427.084085388165,7,3,2,0,0,5,2,4074000,1236.7941712204008
2025.0,3.0,3.0,1.31730585,103.8326075,1281.0,3,3097.817490665313,3,1,1,3,0,9,5,3727500,2909.8360655737706
2026.0,2.0,1.0,1.3404645,103.8837331,657.0,1,1924.2543544525136,3,2,1,2,0,5,5,1376600,2095.281582952816
2024.0,2.0,2.0,1.3393381,103.7638932,764.0,3,1781.655488834343,3,2,1,0,0,7,4,1772400,2319.895287958115
2009.0,2.0,2.0,1.2919864,103.838813,926.0,3,3053.5539858120496,3,1,0,1,0,9,5,2403300,2595.3563714902807
2013.0,2.0,1.0,1.35570435,103.8885369,592.0,3,1138.1204130986944,3,2,3,3,0,5,3,945000,1596.2837837837835
2017.0,4.0,3.0,1.43200585,103.8007999,1249.0,1,900.6745244967137,2,1,3,3,0,1,1,1469800,1176.781425140112
2026.0,1.0,1.0,1.3859375,103.8344657,474.0,1,2084.9006118689344,3,2,1,0,0,4,2,892500,1882.9113924050632
2023.0,2.0,2.0,1.3027702,103.8694351,818.0,1,2737.5776449985,3,1,0,0,0,6,5,2496900,3052.444987775061
1972.0,3.0,2.0,1.3351429,103.7239242,721.0,0,928.3593602837705,1,2,1,2,0,7,4,333900,463.1067961165049
1972.0,2.0,1.0,1.3362828,103.8474664,731.0,1,866.5909108985753,1,1,4,4,0,2,5,470400,643.5020519835841
1971.0,2.0,1.0,1.3265711,103.8882676,679.0,1,796.616679207286,1,0,2,0,0,6,5,378000,556.7010309278351
2025.0,2.0,2.0,1.3136277,103.8831086,646.0,3,1340.1502340551028,3,1,2,2,0,6,5,1315300,2036.0681114551085
1979.0,7.0,5.0,1.3575557,103.8619918,4800.0,3,1433.0179273921692,5,1,3,1,0,5,2,5754000,1198.75
1984.0,2.0,2.0,1.3533064,103.951144,796.0,0,768.58368239282,1,2,5,3,0,3,3,428400,538.1909547738693
2001.0,6.0,5.0,1.36024465,103.8651108,5200.0,0,1433.0179273921692,7,1,2,1,0,5,2,5460000,1050.0
1998.0,3.0,3.0,1.3592195,103.7630951,1443.0,3,1581.8597378488992,3,2,1,0,0,7,4,2100000,1455.3014553014552
2026.0,4.0,5.0,1.29142015,103.8442681,1959.0,1,3173.7483662528653,3,0,0,1,0,9,5,5554500,2835.375191424196
1999.0,3.0,2.0,1.3884988,103.8988795,1453.0,1,648.262439109588,1,1,7,4,0,5,2,819000,563.6613902271163
2017.0,3.0,2.0,1.4479183,103.8313758,1001.0,1,737.8508630442027,1,5,0,0,0,1,1,651000,650.3496503496503
2015.0,3.0,2.0,1.4054086,103.8996804,915.0,1,892.8686354010862,3,2,5,3,1,5,2,1302000,1422.950819672131
2026.0,4.0,4.0,1.44002835,103.827741,1302.0,1,1448.2728418366185,3,4,3,1,0,1,1,1942500,1491.9354838709678
2025.0,4.0,4.0,1.29410615,103.8367347,2056.0,3,3053.5539858120496,3,1,0,1,0,9,5,6300000,3064.2023346303504
2023.0,1.0,1.0,1.3027702,103.8694351,560.0,1,2737.5776449985,3,1,0,0,0,6,5,1774500,3168.75
2026.0,1.0,1.0,1.3159484,103.8575892,592.0,3,1917.4476785184247,3,0,2,1,0,9,5,1272600,2149.662162162162
2000.0,3.0,2.0,1.4526156,103.8157504,947.0,0,500.9475533225982,1,4,5,2,0,1,1,472500,498.9440337909187
2010.0,6.0,8.0,1.2481118,103.8406065,11600.0,1,2330.3504413604733,8,3,0,0,0,8,5,26827500,2312.7155172413795
2023.0,2.0,2.0,1.3124025,103.8411716,689.0,1,2678.315035114304,3,0,2,1,0,9,5,2013900,2922.9317851959363
2028.0,4.0,6.0,1.3784672,103.8650612,4058.0,3,1427.084085388165,7,3,2,0,0,5,2,4757600,1172.400197141449
2015.0,5.0,7.0,1.3310976,103.7968546,5740.0,3,2359.7973991236627,4,2,0,3,0,7,4,7665000,1335.3658536585365
2026.0,1.0,1.0,1.3859375,103.8344657,500.0,1,2084.9006118689344,3,2,1,0,0,4,2,1102500,2205.0
2023.0,4.0,4.0,1.3578738,103.9695628,1410.0,3,1690.672469222647,3,3,0,1,0,3,3,2297400,1629.3617021276596
2023.0,4.0,4.0,1.3027702,103.8694351,2002.0,1,2737.5776449985,3,1,0,0,0,6,5,5681600,2837.962037962038
2014.0,1.0,1.0,1.3028378,103.8408603,581.0,3,2460.880151965144,3,1,0,1,4,9,5,1247400,2146.987951807229
1975.0,4.0,3.0,1.3345053,103.9442523,3000.0,3,1512.0757694664285,7,1,1,3,0,3,3,5775000,1925.0
2001.0,3.0,2.0,1.3371905,103.7007551,1205.0,0,570.9042890431664,1,5,4,2,0,1,4,630000,522.8215767634855
2023.0,1.0,1.0,1.30010805,103.8466745,517.0,1,2776.290163665649,3,0,1,1,2,9,5,1415400,2737.7176015473888
2009.0,2.0,1.0,1.30646595,103.8475411,602.0,3,1874.543309986129,3,0,1,1,0,9,5,1155000,1918.6046511627908
2026.0,3.0,2.0,1.3404645,103.8837331,1087.0,1,1924.2543544525136,3,2,1,2,0,5,5,1942500,1787.0285188592457
1985.0,5.0,4.0,1.32951085,103.7659946,4500.0,3,2137.544263228818,8,2,1,0,0,7,4,13440000,2986.6666666666665
1995.0,3.0,2.0,1.2934813,103.8048078,1173.0,1,1540.6832550914592,1,2,2,1,0,8,5,787500,671.3554987212276
1988.0,3.0,3.0,1.3860719,103.7717383,1668.0,0,515.5532816449509,1,3,4,2,1,7,1,932400,558.9928057553957
2016.0,3.0,2.0,1.2958109,103.8099501,893.0,1,1318.1396877331297,1,2,1,2,0,8,5,834800,934.8264277715564
1985.0,5.0,2.0,1.3456785,103.7419021,1442.0,1,667.3457763448878,1,1,2,1,0,7,4,735000,509.7087378640777
2021.0,2.0,2.0,1.3455515,103.8815143,699.0,3,2196.755238470376,3,1,3,5,0,5,3,1625700,2325.751072961373
2026.0,2.0,2.0,1.3859375,103.8344657,651.0,1,2084.9006118689344,3,2,1,0,0,4,2,1435500,2205.069124423964
2010.0,5.0,7.0,1.3324923,103.8000035,7000.0,3,1991.335767854376,7,2,1,3,0,7,4,12568500,1795.5
2014.0,5.0,7.0,1.31123915,103.8281537,6458.0,3,3323.7679257473533,3,1,0,0,0,9,5,37668800,5832.88943945494
2009.0,5.0,4.0,1.39844105,103.8221649,5000.0,3,1314.571076211491,7,3,0,0,0,4,2,5145000,1029.0
2023.0,2.0,1.0,1.3123637,103.8032709,614.0,3,2864.4803181782245,3,1,0,0,0,7,5,1771400,2885.016286644951
2001.0,6.0,3.0,1.3357523,103.8078211,3100.0,3,1991.335767854376,7,2,1,2,0,7,5,8379000,2702.903225806452
2017.0,3.0,2.0,1.37365565,103.7419149,1001.0,1,578.7257442528899,1,3,2,1,0,7,4,614200,613.5864135864136
2010.0,4.0,4.0,1.2940433,103.8395597,2153.0,2,3053.5539858120496,3,1,0,1,0,9,5,3862900,1794.1941477008825
2023.0,3.0,2.0,1.3027702,103.8694351,1711.0,1,2737.5776449985,3,1,0,0,0,6,5,4771200,2788.5447106955
2014.0,3.0,3.0,1.38077575,103.9012429,1023.0,1,690.7727378940742,2,1,4,3,0,5,2,1365000,1334.3108504398826
2026.0,3.0,2.0,1.3859375,103.8344657,1100.0,1,2084.9006118689344,3,2,1,0,0,4,2,2415000,2195.454545454545
2001.0,4.0,4.0,1.2788952,103.8414737,4320.0,3,1870.8191787439432,7,0,1,1,0,8,5,8400000,1944.4444444444443
2017.0,3.0,2.0,1.27666905,103.8107655,1001.0,1,876.102411561595,1,1,1,0,0,8,5,953400,952.4475524475524
1998.0,4.0,2.0,1.3848662,103.7666294,1561.0,1,724.1518112319101,1,3,5,3,1,7,1,819000,524.6636771300448
1987.0,4.0,2.0,1.4213002,103.8374116,1528.0,0,602.3662443381116,1,6,4,4,0,4,2,892500,584.0968586387435
1984.0,3.0,2.0,1.327859,103.8533867,1453.0,1,1403.612999786757,1,1,1,1,0,2,5,924000,635.9256710254646
2026.0,3.0,2.0,1.327839,103.9456437,1033.0,1,1512.0757694664285,3,0,2,4,0,3,3,1837500,1778.7996127783156
2014.0,2.0,2.0,1.37517865,103.9004033,721.0,1,627.7732370615527,1,1,2,3,0,5,2,525000,728.1553398058253
2010.0,5.0,6.0,1.3324923,103.8000035,6970.0,3,1991.335767854376,7,2,1,3,0,7,4,12715500,1824.3185078909607
2018.0,1.0,1.0,1.3784299,103.7634363,463.0,1,897.5896370294672,3,3,5,1,2,7,4,795900,1719.0064794816417
2017.0,3.0,2.0,1.40110465,103.9164636,1000.0,1,882.9882742241141,2,3,5,2,0,5,2,1260000,1260.0
2015.0,3.0,2.0,1.4376932,103.8302448,1055.0,1,664.0346211479427,2,5,3,1,0,4,1,1260000,1194.3127962085307
2027.0,3.0,2.0,1.4342184,103.8445323,969.0,1,1049.6741731192612,2,6,4,3,0,4,2,1199100,1237.4613003095976
2023.0,2.0,1.0,1.28301625,103.839887,700.0,1,2595.0263363825534,3,0,1,1,0,8,5,2080000,2971.428571428572
2001.0,3.0,2.0,1.3862576,103.7618359,1184.0,0,588.8407304067119,1,2,5,3,0,7,1,674100,569.3412162162163
2026.0,3.0,3.0,1.3707978,103.9469571,1302.0,1,1248.6345050987538,3,3,1,1,0,3,3,2324700,1785.483870967742
2024.0,3.0,3.0,1.38880665,103.8696866,1001.0,1,953.7208514256196,2,3,2,1,1,5,2,1180200,1179.020979020979
2026.0,5.0,5.0,1.369097,103.8331452,2293.0,1,1922.279505289828,3,0,2,3,0,4,2,5721400,2495.1591801133886
2010.0,6.0,6.0,1.2481118,103.8406065,11600.0,1,2330.3504413604733,8,3,0,0,0,8,5,26775000,2308.189655172414
2001.0,7.0,7.0,1.3047648,103.8349958,4950.0,3,3024.5175692729936,4,1,0,0,6,9,5,9009000,1820.0
2001.0,3.0,2.0,1.3859019,103.8761259,2500.0,2,693.0737380406485,7,2,3,1,0,5,2,8400000,3360.0
2007.0,2.0,2.0,1.2946685,103.8500737,1238.0,1,1950.1070394507008,3,0,1,1,1,9,5,2289000,1848.949919224556
1982.0,2.0,2.0,1.3048464,103.8625836,645.0,1,1152.937521659607,1,1,1,0,1,9,5,441000,683.7209302325581
2009.0,3.0,2.0,1.3275461,103.7936902,1367.0,3,2359.7973991236627,3,2,0,0,0,7,4,3150000,2304.316020482809
2001.0,6.0,7.0,1.316664,103.7868337,5500.0,2,2128.065582856948,7,1,1,0,0,7,4,12390000,2252.7272727272725
2023.0,2.0,2.0,1.34485525,103.9476201,676.0,1,768.58368239282,3,1,5,2,0,3,3,1247400,1845.266272189349
2021.0,3.0,2.0,1.330403,103.7949393,979.0,3,2806.6217464689284,3,2,0,1,0,7,4,2814000,2874.361593462717
2001.0,6.0,6.0,1.3292661,103.8109308,4950.0,3,1991.335767854376,7,1,2,3,0,7,5,10500000,2121.212121212121
1982.0,2.0,2.0,1.3421991,103.7414422,721.0,1,554.280771405031,1,1,3,1,0,7,4,399000,553.3980582524272
1985.0,3.0,3.0,1.436395,103.8384005,1658.0,0,623.7927948166771,1,6,4,4,0,4,2,869400,524.366706875754
2008.0,5.0,5.0,1.3558898,103.8853816,5000.0,3,1138.1204130986944,7,2,3,3,0,5,2,7233300,1446.66
1989.0,3.0,2.0,1.3776095,103.752998,1108.0,0,542.3400529228296,1,2,2,2,0,7,4,472500,426.44404332129966
2023.0,1.0,1.0,1.3124025,103.8411716,517.0,1,2678.315035114304,3,0,2,1,0,9,5,1590800,3076.982591876209
2027.0,4.0,3.0,1.4349279,103.8452818,1389.0,1,1049.6741731192612,2,6,4,3,0,4,2,1839600,1324.406047516199
2003.0,3.0,2.0,1.30702695,103.8610374,1184.0,1,1917.4476785184247,1,1,1,0,0,9,5,1195800,1009.9662162162164
1982.0,2.0,2.0,1.2876285,103.8388778,710.0,1,2595.0263363825534,1,1,0,1,0,9,5,491400,692.112676056338
2026.0,3.0,3.0,1.3159484,103.8575892,990.0,3,1917.4476785184247,3,0,2,1,0,9,5,1851200,1869.8989898989896
2024.0,2.0,2.0,1.29988105,103.8881143,753.0,1,2427.3105155897542,3,2,0,3,0,6,5,2270100,3014.741035856573
2023.0,4.0,3.0,1.3031066,103.8329325,3068.0,1,2974.704837567128,3,1,0,0,4,9,5,7150900,2330.8018252933507
2024.0,2.0,2.0,1.3393381,103.7638932,743.0,3,1781.655488834343,3,2,1,0,0,7,4,1702000,2290.7133243607
2008.0,6.0,7.0,1.3259815,103.7937764,5200.0,3,2359.7973991236627,7,2,0,0,0,7,4,11433300,2198.7115384615386
2025.0,6.0,6.0,1.30062,103.892783,6376.0,3,2427.3105155897542,7,2,1,4,0,6,5,9834300,1542.3933500627352
2002.0,7.0,6.0,1.3628569,103.9721774,6907.0,3,1451.2600051856998,8,3,0,0,0,3,3,6708300,971.2320833936586
2024.0,3.0,2.0,1.3066074,103.8211778,1055.0,1,3097.817490665313,3,2,0,0,0,8,5,3811500,3612.796208530806
1977.0,2.0,2.0,1.32282485,103.9328006,786.0,0,1222.6839629297308,1,2,2,1,0,6,3,417900,531.6793893129772
2014.0,3.0,3.0,1.3381899,103.928711,1216.0,1,818.5573020204936,3,1,4,2,0,6,3,1890000,1554.2763157894738
2013.0,3.0,2.0,1.4041611,103.8993277,1044.0,1,892.8686354010862,1,1,5,3,0,5,2,682500,653.735632183908
1984.0,2.0,2.0,1.3501824,103.9394142,791.0,1,801.2615590585872,1,1,4,3,0,6,3,451500,570.7964601769911
1985.0,3.0,2.0,1.35707895,103.9475988,1313.0,1,768.58368239282,1,2,5,2,0,3,3,682500,519.8019801980198
1977.0,3.0,2.0,1.4449907,103.7717205,1227.0,1,474.9386686812527,1,1,0,1,0,1,1,524000,427.0578647106764
2023.0,4.0,4.0,1.3159611,103.836848,1281.0,3,2678.315035114304,3,0,2,1,0,9,5,3748900,2926.5417642466823
2023.0,5.0,5.0,1.3578738,103.9695628,1808.0,3,1690.672469222647,3,3,0,1,0,3,3,2884400,1595.353982300885
2001.0,5.0,6.0,1.3211448,103.8136787,4705.0,3,2635.5020873065687,4,0,1,1,0,7,5,10006500,2126.780021253985
2023.0,3.0,2.0,1.32970335,103.9056829,883.0,3,1343.4665706558424,3,1,3,1,0,6,3,1785000,2021.5175537938844
2025.0,4.0,2.0,1.377286,103.7568632,1109.0,1,1401.41309358928,3,2,3,3,0,7,4,1724600,1555.0946798917944
2011.0,1.0,1.0,1.33303995,103.78706,570.0,3,2806.6217464689284,3,3,0,0,0,7,4,1228500,2155.2631578947367
1986.0,3.0,2.0,1.3402052,103.8516075,1323.0,1,827.1728062285231,1,1,4,3,0,2,5,734000,554.7996976568405
2023.0,1.0,1.0,1.3123637,103.8032709,474.0,3,2864.4803181782245,3,1,0,0,0,7,5,1428000,3012.658227848101
2023.0,3.0,2.0,1.3830328,103.8920652,1023.0,1,1347.498209534133,3,0,4,3,0,5,2,1943000,1899.315738025416
2023.0,3.0,2.0,1.32970335,103.9056829,883.0,3,1343.4665706558424,3,1,3,1,0,6,3,1829000,2071.347678369196
2023.0,4.0,3.0,1.318947,103.8475449,1302.0,3,2678.315035114304,3,1,3,0,0,9,5,3655000,2807.219662058372
2025.0,2.0,1.0,1.310429,103.802821,570.0,3,2774.5538535092774,3,1,0,1,0,7,5,1802500,3162.280701754386
1984.0,2.0,2.0,1.4298243,103.8294999,731.0,0,664.0346211479427,1,5,3,3,0,4,2,393800,538.7140902872777
2022.0,2.0,2.0,1.3013638,103.90131,710.0,3,2080.489980497174,3,2,1,2,1,6,5,2116800,2981.4084507042253
1986.0,2.0,2.0,1.3627727,103.7491834,785.0,1,521.1473667586382,1,2,1,2,0,7,4,404200,514.9044585987261
2014.0,3.0,2.0,1.4385693,103.8313366,958.0,1,664.0346211479427,3,5,4,3,0,4,1,1257900,1313.0480167014614
1983.0,3.0,2.0,1.3684043,103.8941766,1431.0,1,1271.7453245523411,1,2,2,2,0,5,2,787500,550.3144654088051
2016.0,3.0,2.0,1.37632995,103.7407763,1216.0,1,513.4583200446119,1,2,2,1,1,7,4,630000,518.0921052631579
2025.0,3.0,3.0,1.29410615,103.8367347,1572.0,3,3053.5539858120496,3,1,0,1,0,9,5,5270000,3352.4173027989823
2024.0,5.0,3.0,1.3005809,103.8993936,2045.0,3,2080.489980497174,3,2,1,2,0,6,5,5336100,2609.339853300733
1976.0,2.0,2.0,1.3038846,103.9097355,755.0,1,2080.489980497174,1,2,3,2,0,6,5,504000,667.5496688741722
1999.0,3.0,3.0,1.2933505,103.8388787,1141.0,3,3053.5539858120496,3,1,0,1,0,9,5,2625000,2300.613496932516
2001.0,7.0,8.0,1.3753698,103.871648,7531.0,3,719.8249080620692,7,3,1,2,0,5,2,6898500,916.0138095870402
2024.0,4.0,3.0,1.3527852,103.7847885,1281.0,1,1613.052229606417,3,4,0,0,0,7,4,3021900,2359.0163934426228
2002.0,3.0,2.0,1.4039974,103.7506144,1184.0,0,560.8687406993545,1,1,2,1,0,1,1,524000,442.5675675675676
2023.0,4.0,3.0,1.3123637,103.8032709,1496.0,3,2864.4803181782245,3,1,0,0,0,7,5,4711400,3149.331550802139
2004.0,2.0,2.0,1.2665537,103.8151918,872.0,1,2339.314096068272,3,1,0,0,0,8,5,1732500,1986.8119266055048
2001.0,6.0,7.0,1.3357523,103.8078211,7261.0,3,1991.335767854376,7,2,1,2,0,7,5,12264000,1689.023550475141
2023.0,1.0,1.0,1.28301625,103.839887,570.0,1,2595.0263363825534,3,0,1,1,0,8,5,1509900,2648.9473684210525
2008.0,3.0,2.0,1.3369856,103.6956276,1001.0,1,665.9786490699327,1,5,5,3,0,1,4,585900,585.3146853146853
1985.0,3.0,2.0,1.42442185,103.8338866,904.0,0,664.0346211479427,1,5,3,2,0,4,2,459900,508.7389380530973
1975.0,3.0,1.0,1.30314875,103.9128505,882.0,1,2080.489980497174,1,3,3,2,0,6,3,730800,828.5714285714286
1973.0,2.0,1.0,1.2854742,103.8317179,947.0,1,1277.0223964201148,1,1,1,1,0,8,5,785400,829.3558606124604
2001.0,4.0,3.0,1.3577558,103.759279,3000.0,3,1581.8597378488992,7,1,1,1,0,7,4,4935000,1645.0
1999.0,3.0,3.0,1.3978363,103.7510118,1280.0,1,560.8687406993545,3,0,4,2,0,1,1,1205400,941.71875
2023.0,4.0,4.0,1.3027702,103.8694351,2002.0,1,2737.5776449985,3,1,0,0,0,6,5,7131600,3562.237762237762
2024.0,3.0,1.0,1.29988105,103.8881143,1119.0,1,2427.3105155897542,3,2,0,3,0,6,5,2969400,2653.619302949062
2027.0,5.0,4.0,1.4349279,103.8452818,1593.0,1,1049.6741731192612,2,6,4,3,0,4,2,2078000,1304.4569993722537
2011.0,4.0,4.0,1.29905165,103.8320697,2432.0,3,2778.11602681156,3,2,0,0,0,9,5,5982900,2460.0740131578946
1999.0,3.0,2.0,1.33361445,103.7244593,1517.0,0,928.3593602837705,1,2,1,1,0,7,4,703500,463.744232036915
1985.0,2.0,2.0,1.3557437,103.8713719,721.0,0,1433.0179273921692,1,1,3,2,0,5,2,438900,608.7378640776699
2023.0,4.0,4.0,1.3124025,103.8411716,1528.0,1,2678.315035114304,3,0,2,1,0,9,5,4080300,2670.353403141361
2014.0,1.0,1.0,1.27468965,103.8443661,753.0,1,3196.791036251859,3,0,1,0,0,8,5,1575000,2091.633466135458
1985.0,2.0,2.0,1.4361781,103.7722135,786.0,1,531.2928626795818,1,0,2,2,0,1,1,414800,527.7353689567431
2027.0,3.0,3.0,1.4349279,103.8452818,1076.0,1,1049.6741731192612,2,6,4,3,0,4,2,1344000,1249.07063197026
2017.0,1.0,1.0,1.335582,103.7424055,474.0,1,1959.6939786983503,3,0,2,0,2,7,4,1029000,2170.886075949368
2013.0,3.0,2.0,1.384594,103.8997741,980.0,1,648.262439109588,1,1,4,3,1,5,2,546000,557.1428571428571
2015.0,4.0,3.0,1.40222845,103.8974072,1238.0,1,892.8686354010862,2,1,4,3,0,5,2,1680000,1357.02746365105
2002.0,4.0,2.0,1.3870525,103.7722878,1377.0,1,515.5532816449509,1,3,4,2,0,7,1,588000,427.0152505446623
2022.0,2.0,1.0,1.3178829,103.9031767,603.0,1,1522.4572647705625,3,1,2,0,0,6,3,1370200,2272.305140961857
2001.0,3.0,2.0,1.45059805,103.8239702,1184.0,1,550.704519692742,1,4,4,1,0,1,1,588000,496.6216216216216
1982.0,2.0,1.0,1.2876285,103.8388778,710.0,1,2595.0263363825534,1,1,0,1,0,9,5,491400,692.112676056338
